Year,Subject,Topic,Difficulty,Question Text,Option A,Option B,Option C,Option D,Correct Answer (0-3),Correct Answer Text,Explanation
"2018","Polity","Supreme Court: Jurisdiction, Judicial Review, judicial Activism","Hard","Consider the following statements:
1. The Supreme Court of India can review its own judgment.
2. The Supreme Court of India can review the judgment of High Courts.
Which of the statements given above is/are correct?","1 only","2 only","Both 1 and 2","Neither 1 nor 2",2,"Both 1 and 2","The Supreme Court can review its own judgments and judgments of High Courts under appeal."
"2018","Polity","State Legislature & Chief Minister","Hard","The Legislative Assembly of a State in India can be dissolved before the expiry of its normal term by","The Speaker","The Governor","The Chief Minister","On the advice of the Chief Minister while the Governor is bound to accept it",1,"The Governor","The Governor can dissolve the assembly, usually on the advice of the CM."
"2018","Polity","High Courts & Subordinate Courts","Hard","Which of the following statements is/are correct regarding the appointment of judges to the High Court?
1. The Chief Justice of the High Court is appointed by the President after consultation with the Chief Justice of India and the Governor of the State concerned.
2. Other judges are appointed by the President after consultation with the Chief Justice of India, the Chief Justice of the High Court, and the Governor of the State concerned.
Select the correct answer using the code given below.","1 only","2 only","Both 1 and 2","Neither 1 nor 2",2,"Both 1 and 2","Both statements accurately describe the appointment process of High Court judges."
"2018","Polity","Panchayati Raj Institutions (73rd Amendment) & Municipalities (74th Amendment)","Hard","Consider the following statements:
1. The 73rd Amendment mandates reservation of seats for women in Panchayati Raj Institutions.
2. The 74th Amendment provides for the constitution of Wards Committees.
Which of the statements given above is/are correct?","1 only","2 only","Both 1 and 2","Neither 1 nor 2",2,"Both 1 and 2","Both amendments provide for women's reservation and ward committees."
"2018","Polity","Constitutional Bodies: ECI, UPSC, SPSC, Finance Commission, CAG, NCSC, NCST","Hard","The Finance Commission is constituted by the:","Prime Minister","President","Parliament","Finance Minister",1,"President","The President constitutes the Finance Commission."
"2018","Polity","General","Hard","The 'Rule of Law' Index is released by which of the following?","Amnesty International","International Court of Justice","The Office of UN Commissioner for Human Rights","World Justice Project",3,"World Justice Project","The World Justice Project, an independent, multidisciplinary organization, releases the 'Rule of Law' Index annually."
"2017","Polity","Parliament","Hard","With reference to the election of the President of India, consider the following statements:
1. The value of the vote of each MLA varies from State to State.
2. The value of the vote of MPs of the Lok Sabha is more than the value of the vote of MPs of the Rajya Sabha.
Which of the statements given above is/are correct?","1 only","2 only","Both 1 and 2","Neither 1 nor 2",0,"1 only","Statement 1 is correct. The value of each MLA's vote varies from state to state based on the population of the state and the number of elected members in the legislative assembly. Statement 2 is incorrect. The value of the vote of an MP is the same for both Lok Sabha and Rajya Sabha members. The total value of votes of all MLAs is divided by the total number of elected MPs to determine the value of each MP's vote."
"2017","Polity","Historical Background (Regulating Act 1773 to Independence Act 1947)","Hard","With reference to the colonial period in India, what was the purpose of the Ilbert Bill?","To impose restrictions upon native newspapers published in Indian languages.","To allow Indian judges to preside over cases involving British subjects.","To impose restrictions on import of cotton textiles.","To encourage the native people to learn European languages.",1,"To allow Indian judges to preside over cases involving British subjects.","The Ilbert Bill aimed to allow Indian judges to try Europeans."
"2017","Polity","Making of the Constitution & Salient Features","Hard","With reference to the Constitution of India, consider the following statements:
1. No High Court shall have the jurisdiction to question the validity of a Central Law.
2. An amendment to the Constitution of India cannot be called into question by any court.
Which of the statements given above is/are correct?","1 only","2 only","Both 1 and 2","Neither 1 nor 2",3,"Neither 1 nor 2","Both statements are incorrect as High Courts can question Central Laws and constitutional amendments are subject to judicial review."
"2017","Polity","Union & Territory (Articles 1-4) & Citizenship (Articles 5-11)","Hard","Consider the following statements regarding citizenship in India:
1. The Constitution provides for single citizenship.
2. Dual citizenship is permitted for NRIs.
Which of the statements given above is/are correct?","1 only","2 only","Both 1 and 2","Neither 1 nor 2",0,"1 only","India follows the principle of single citizenship, and dual citizenship is not generally permitted."
"2017","Polity","Fundamental Rights (Articles 12-35) - Writs, Restrictions, Case Laws","Hard","Which of the following writs can be issued only against judicial or quasi-judicial authorities?","Certiorari","Mandamus","Habeas Corpus","Quo Warranto",0,"Certiorari","Certiorari is issued to quash the order already passed by an inferior court, tribunal or quasi-judicial authority."
"2017","Polity","Directive Principles of State Policy (DPSP) & Fundamental Duties","Hard","Which of the following is/are the fundamental duties of an Indian citizen?
1. To abide by the Constitution and respect its ideals and institutions, the National Flag and the National Anthem.
2. To cherish and follow the noble ideals which inspired our national struggle for freedom.
3. To protect and improve the natural environment including forests, lakes, rivers and wildlife.
Select the correct answer using the code given below.","Only 1","Only 1 and 2","Only 2 and 3","1, 2 and 3",3,"1, 2 and 3","All the given statements are fundamental duties."
"2017","Polity","Directive Principles of State Policy (DPSP) & Fundamental Duties","Hard","The concept of Fundamental Duties was borrowed from the constitution of which country?","USA","Canada","USSR","Australia",2,"USSR","Fundamental Duties were borrowed from the USSR."
"2017","Polity","Amendment of the Constitution (Basic Structure Doctrine)","Hard","The ‘basic structure’ theory of the Constitution of India implies that:
(a) certain features of the Constitution are so essential that they cannot be abrogated through amendments.
(b) the Constitution cannot be amended at all.
(c) all provisions of the Constitution can be amended.
(d) the Preamble of the Constitution cannot be amended.","certain features of the Constitution are so essential that they cannot be abrogated through amendments.","the Constitution cannot be amended at all.","all provisions of the Constitution can be amended.","the Preamble of the Constitution cannot be amended.",0,"certain features of the Constitution are so essential that they cannot be abrogated through amendments.","The basic structure doctrine limits the amending power of Parliament."
"2017","Polity","Parliamentary System vs Presidential System","Hard","Which of the following features distinguish a parliamentary system from a presidential system of government?
1. Separation of powers
2. Fusion of powers
3. Collective responsibility
4. Judicial review
Select the correct answer using the code given below.","1 and 3","2 and 3","1 and 4","2 and 4",1,"2 and 3","Parliamentary systems feature fusion of powers and collective responsibility."
"2017","Polity","Federal System & Center-State Relations (Legislative, Admin, Financial)","Hard","The distribution of powers between the Centre and the States in the Indian Constitution is based on which of the following Acts?","Minto-Morley Reforms, 1909","Montagu-Chelmsford Act, 1919","Government of India Act, 1935","Indian Independence Act, 1947",2,"Government of India Act, 1935","The Government of India Act, 1935, formed the basis for the distribution of powers."
"2017","Polity","Emergency Provisions (National, State, Financial)","Hard","Which of the following statements is/are correct regarding the revocation of a proclamation of Emergency?
1. The President can revoke a proclamation of Emergency at any time.
2. The Lok Sabha can revoke a proclamation of Emergency by passing a resolution to that effect.
Select the correct answer using the code given below.","1 only","2 only","Both 1 and 2","Neither 1 nor 2",2,"Both 1 and 2","Both the President and the Lok Sabha can revoke a proclamation of Emergency."
"2017","Polity","Prime Minister & Council of Ministers","Hard","The Prime Minister is the ex-officio Chairman of which of the following?
1. National Development Council
2. National Integration Council
3. NITI Aayog
Select the correct answer using the code given below.","1 and 2 only","1 and 3 only","2 and 3 only","1, 2 and 3",3,"1, 2 and 3","The Prime Minister is the ex-officio Chairman of all three bodies."
"2017","Polity","Supreme Court: Jurisdiction, Judicial Review, judicial Activism","Hard","With reference to the Supreme Court of India, consider the following statements:
1. It has Original, Appellate and Advisory jurisdiction.
2. It can hear appeals from High Courts involving constitutional questions.
Which of the statements given above is/are correct?","1 only","2 only","Both 1 and 2","Neither 1 nor 2",2,"Both 1 and 2","The Supreme Court has original, appellate, and advisory jurisdiction and hears appeals involving constitutional questions."
"2017","Polity","State Legislature & Chief Minister","Hard","The Governor of a State has the power to issue ordinances:
1. When the State Legislature is not in session.
2. When the Governor is satisfied that circumstances exist which render it necessary for him to take immediate action.
Which of the statements given above is/are correct?","1 only","2 only","Both 1 and 2","Neither 1 nor 2",2,"Both 1 and 2","Both conditions must be met for the Governor to issue ordinances."
"2017","Polity","Panchayati Raj Institutions (73rd Amendment) & Municipalities (74th Amendment)","Hard","The 73rd Amendment to the Constitution relates to which of the following?","Municipalities","Education","Panchayats","Cooperative Societies",2,"Panchayats","The 73rd Amendment is directly related to Panchayats."
"2017","Polity","Constitutional Bodies: ECI, UPSC, SPSC, Finance Commission, CAG, NCSC, NCST","Hard","Consider the following statements: 1. The Election Commission of India is a constitutional authority. 2. The Election Commission of India is responsible for conducting elections to the Parliament and State Legislatures, but has no concern with elections to local bodies. Which of the statements given above is/are correct?","1 only","2 only","Both 1 and 2","Neither 1 nor 2",0,"1 only","Statement 1 is correct, but statement 2 is incorrect as ECI does not conduct local body elections."
"2017","Polity","Constitutional Bodies: ECI, UPSC, SPSC, Finance Commission, CAG, NCSC, NCST","Hard","The Finance Commission primarily recommends to the President on:","Principles governing the distribution of net tax proceeds between the Union and the States","Matters relating to financial emergency","Amendment of financial rules","Allotment of funds to various ministries",0,"Principles governing the distribution of net tax proceeds between the Union and the States","The Finance Commission's primary role is tax revenue distribution."
"2017","Polity","Constitutional Bodies: ECI, UPSC, SPSC, Finance Commission, CAG, NCSC, NCST","Hard","The Comptroller and Auditor General of India submits his report relating to the accounts of the Union to which of the following?","The President","The Prime Minister","The Speaker of the Lok Sabha","The Chairman of the Rajya Sabha",0,"The President","CAG submits reports to the President."
"2017","Polity","General","Hard","In India, the right to vote is a:","Fundamental Right","Natural Right","Constitutional Right","Legal Right",3,"Legal Right","The right to vote in India is a legal right, conferred by the Representation of the People Act, 1951, though it is rooted in the constitutional principle of universal adult suffrage (Article 326)."
"2016","Polity","Fundamental Rights","Hard","A legislation which confers on the executive or administrative authority an unguided and uncontrolled discretionary power in the matter of application of laws violates which one of the following Articles of the Constitution of India?","Article 14","Article 28","Article 32","Article 44",0,"Article 14","Article 14 guarantees equality before the law and equal protection of the laws. A legislation granting unguided discretionary power violates this principle by allowing arbitrary application of laws."
"2016","Polity","Constitutional Amendments","Hard","The object of the 98th Amendment to the Constitution of India is to","provide reservation to the socially and educationally backward classes","establish a National Judicial Commission","list the languages recognized as official languages","establish a National Investment and Manufacturing Zones",0,"provide reservation to the socially and educationally backward classes","The 98th Amendment to the Constitution of India pertains to providing reservation to the socially and educationally backward classes."
"2016","Polity","Historical Background (Regulating Act 1773 to Independence Act 1947)","Hard","Which of the following acts made the Governor of Bengal as the Governor-General of Bengal?","Regulating Act of 1773","Pitt's India Act of 1784","Charter Act of 1833","Government of India Act of 1858",0,"Regulating Act of 1773","The Regulating Act of 1773 designated the Governor of Bengal as Governor-General."
"2016","Polity","Making of the Constitution & Salient Features","Hard","The term 'economic justice' as one of the objectives of the Indian Constitution is provided in","The Preamble and Fundamental Rights","The Preamble and Directive Principles of State Policy","Fundamental Rights and Directive Principles of State Policy","None of the above",1,"The Preamble and Directive Principles of State Policy","Economic justice is mentioned in the Preamble and DPSP."
"2016","Polity","Preamble: Keywords and Significance","Hard","The term 'Socialist' was added to the Preamble by which amendment?","42nd Amendment","44th Amendment","73rd Amendment","86th Amendment",0,"42nd Amendment","The term 'Socialist' was added to the Preamble by the 42nd Amendment Act of 1976."
"2016","Polity","Union & Territory (Articles 1-4) & Citizenship (Articles 5-11)","Hard","Which of the following is NOT a provision related to citizenship in the Indian Constitution?","Citizenship at the commencement of the Constitution","Acquisition of citizenship","Termination of citizenship","Fundamental Duties of citizens",3,"Fundamental Duties of citizens","Fundamental Duties are covered in Part IVA, not Part II (Citizenship)."
"2016","Polity","Directive Principles of State Policy (DPSP) & Fundamental Duties","Hard","Which of the following articles directs the State to endeavour to secure for the citizens a uniform civil code throughout the territory of India?","Article 43","Article 44","Article 45","Article 46",1,"Article 44","Article 44 directs the State to secure a uniform civil code."
"2016","Polity","Amendment of the Constitution (Basic Structure Doctrine)","Hard","Which of the following is/are implied limitations on the amending power of the Parliament under Article 368? 1. The amendment must not alter the basic structure of the Constitution. 2. The amendment must be passed by a special majority. Select the correct answer using the code given below.","1 only","2 only","Both 1 and 2","Neither 1 nor 2",2,"Both 1 and 2","Both the basic structure doctrine and special majority are limitations."
"2016","Polity","Parliamentary System vs Presidential System","Hard","Which of the following is a key feature of a parliamentary system that promotes accountability?","Fixed term for the executive","Separation of powers","Question Hour in the legislature","Direct election of the head of state",2,"Question Hour in the legislature","Question Hour in the legislature promotes accountability in a parliamentary system."
"2016","Polity","Prime Minister & Council of Ministers","Hard","Which of the following statements is/are correct?
1. A person who is not a member of either House of Parliament can be appointed as a minister for a maximum period of six months.
2. The Constitution of India does not specify the minimum number of ministers in the Council of Ministers.
Select the correct answer using the code given below.","1 only","2 only","Both 1 and 2","Neither 1 nor 2",2,"Both 1 and 2","Both statements are correct regarding ministerial appointments and size."
"2016","Polity","Supreme Court: Jurisdiction, Judicial Review, judicial Activism","Hard","Consider the following statements regarding the collegium system in India:
1. It is mentioned in the Constitution of India.
2. It recommends the appointment of judges to the Supreme Court and High Courts.
Which of the statements given above is/are correct?","1 only","2 only","Both 1 and 2","Neither 1 nor 2",1,"2 only","The collegium system is not in the Constitution, but it recommends judges' appointments."
"2016","Polity","Governor: Powers, Discretionary Role, Center's Agent","Hard","Which of the following statements is/are correct regarding the powers of the Governor?
1. The Governor can reserve a bill for the consideration of the President even if it is not a money bill.
2. The Governor can dissolve the State Legislative Assembly on his own discretion.
Select the correct answer using the code given below.","1 only","2 only","Both 1 and 2","Neither 1 nor 2",0,"1 only","The Governor can reserve bills, but dissolving the assembly requires the CM's advice."
"2016","Polity","State Legislature & Chief Minister","Hard","The Governor of a State is a nominal head. Who among the following exercises the real executive powers?","Chief Minister","Council of Ministers headed by the Chief Minister","Speaker of the Legislative Assembly","Chief Secretary of the State Government",1,"Council of Ministers headed by the Chief Minister","The Council of Ministers headed by the CM exercises real executive power."
"2016","Polity","High Courts & Subordinate Courts","Hard","Which of the following statements is/are correct regarding the jurisdiction of the High Court?
1. The High Court has original jurisdiction in matters of admiralty, probate, matrimonial cases, and company cases.
2. The High Court has appellate jurisdiction over the subordinate courts in civil and criminal matters.
Select the correct answer using the code given below.","1 only","2 only","Both 1 and 2","Neither 1 nor 2",2,"Both 1 and 2","High Courts have both original and appellate jurisdiction as described."
"2016","Polity","Panchayati Raj Institutions (73rd Amendment) & Municipalities (74th Amendment)","Hard","The 74th Amendment to the Constitution deals with:","Rural Local Governments","Urban Local Governments","Centre-State Relations","Fundamental Rights",1,"Urban Local Governments","The 74th Amendment specifically addresses Urban Local Governments."
"2016","Polity","Constitutional Bodies: ECI, UPSC, SPSC, Finance Commission, CAG, NCSC, NCST","Hard","The Comptroller and Auditor General of India acts as a friend, philosopher and guide of the:","Select Committee of the Parliament","Estimates Committee","Public Accounts Committee","None of the above",2,"Public Accounts Committee","CAG assists the Public Accounts Committee in scrutinizing government accounts."
"2016","Polity","Constitutional Bodies: ECI, UPSC, SPSC, Finance Commission, CAG, NCSC, NCST","Hard","The National Commission for Scheduled Castes can investigate matters related to:","Deprivation of rights of Scheduled Castes","Violation of safeguards provided to Scheduled Castes","Socio-economic development of Scheduled Castes","All of the above",3,"All of the above","NCSC can investigate all matters related to SCs."
"2016","Polity","General","Hard","With reference to the ‘Gram Nyayalaya Act’, which of the following statements is/are correct?
1. As per the Act, Gram Nyayalayas can hear only civil cases and not criminal cases.
2. The Act allows local social activists as mediators/reconciliators.","1 only","2 only","Both 1 and 2","Neither 1 nor 2",1,"2 only","Statement 1 is incorrect as Gram Nyayalayas have jurisdiction over both civil and criminal cases as specified in the schedules of the Act."
"2015","Polity","Parliament","Hard","With reference to the Parliament of India, which of the following statements is/are correct?
1. A private member’s bill is a bill presented by a Member of Parliament who is not a Minister.
2. Recently, a private member’s bill has been passed in the Parliament for the first time in its history.","1 only","2 only","Both 1 and 2","Neither 1 nor 2",0,"1 only","Statement 1 is correct. A private member's bill is indeed introduced by a member of parliament who is not a minister. Statement 2 is incorrect. Several private member's bills have been passed in the past, though it is rare."
"2015","Polity","Historical Background (Regulating Act 1773 to Independence Act 1947)","Hard","Consider the following statements regarding the Charter Act of 1833:
1. It ended the activities of the East India Company as a commercial body.
2. It defined the powers of the Governor-General in Council.
Which of the statements given above is/are correct?","1 only","2 only","Both 1 and 2","Neither 1 nor 2",2,"Both 1 and 2","The Charter Act of 1833 ended commercial activities and defined powers."
"2015","Polity","Making of the Constitution & Salient Features","Hard","Which of the following features of the Indian Constitution are indicative of the fact that the real executive power is vested in the Prime Minister?","Nominal head of the state","Council of Ministers headed by the Prime Minister","President's power to summon and prorogue the Parliament","All of the above",1,"Council of Ministers headed by the Prime Minister","The Council of Ministers headed by the Prime Minister signifies real executive power."
"2015","Polity","Preamble: Keywords and Significance","Hard","Which of the following objectives is/are embodied in the Preamble to the Constitution of India?
1. Liberty of thought and expression
2. Economic justice
3. Political justice
Select the correct answer using the code given below.","1 only","1 and 2 only","1 and 3 only","1, 2 and 3",3,"1, 2 and 3","The Preamble embodies liberty of thought, expression, belief, faith, and worship, and secures social, economic, and political justice."
"2015","Polity","Union & Territory (Articles 1-4) & Citizenship (Articles 5-11)","Hard","Which of the following statements is/are correct?
1. Citizenship is a Union Subject under the Constitution of India.
2. Parliament has the power to make any provision with respect to the acquisition and termination of citizenship of India.
Select the correct answer using the code given below.","1 only","2 only","Both 1 and 2","Neither 1 nor 2",2,"Both 1 and 2","Both statements are correct regarding citizenship as a Union subject and Parliament's power."
"2015","Polity","Union & Territory (Articles 1-4) & Citizenship (Articles 5-11)","Hard","Consider the following statements regarding the alteration of boundaries of states:
1. A bill for this purpose can be introduced only with the prior recommendation of the President.
2. The President must refer the bill to the concerned state legislature for expressing its views.
Which of the statements given above is/are correct?","1 only","2 only","Both 1 and 2","Neither 1 nor 2",2,"Both 1 and 2","Both statements are correct regarding the procedure for altering state boundaries."
"2015","Polity","Fundamental Rights (Articles 12-35) - Writs, Restrictions, Case Laws","Hard","Which of the following are the discretionary powers of the Governor? 1. Sending a report to the President of India for imposing President’s rule in the State. 2. Appointing the Ministers. 3. Reserving certain bills passed by the State Legislature for consideration of the President of India. 4. Making rules to regulate the procedure of the State Legislature. Select the correct answer using the code given below.","1 and 3 only","2 and 4 only","1, 2 and 3 only","1, 2, 3 and 4",0,"1 and 3 only","Sending a report for President's rule and reserving bills are discretionary powers."
"2015","Polity","Directive Principles of State Policy (DPSP) & Fundamental Duties","Hard","Which of the following statements is true regarding the legal status of Fundamental Duties?","They are legally enforceable.","They are not legally enforceable.","They are enforceable only during emergencies.","They are enforceable only if the Parliament passes a law.",1,"They are not legally enforceable.","Fundamental Duties are not legally enforceable."
"2015","Polity","Amendment of the Constitution (Basic Structure Doctrine)","Hard","The power to amend the Constitution of India is vested in:","The Parliament","The President","The Supreme Court","The People of India through referendum",0,"The Parliament","The Parliament has the power to amend the Constitution."
"2015","Polity","Parliamentary System vs Presidential System","Hard","Consider the following statements:
1. In a parliamentary democracy, the legislature is supreme.
2. In a presidential democracy, the executive is supreme.
Which of the statements given above is/are correct?","1 only","2 only","Both 1 and 2","Neither 1 nor 2",3,"Neither 1 nor 2","Both statements are generally correct in their respective contexts."
"2015","Polity","Federal System & Center-State Relations (Legislative, Admin, Financial)","Hard","Which of the following are the methods of parliamentary control over public finance in India?
1. Placing demands for grants before the Parliament.
2. Parliamentary Committees.
3. Comptroller and Auditor General.
Select the correct answer using the code given below.","1 only","2 and 3 only","1 and 3 only","1, 2 and 3",3,"1, 2 and 3","All listed options are methods of parliamentary control over public finance."
"2015","Polity","Emergency Provisions (National, State, Financial)","Hard","Consider the following statements regarding the effect of a proclamation of Emergency on the Fundamental Rights:
1. Article 19 is automatically suspended when a proclamation of Emergency is made on the ground of war or external aggression.
2. The President can suspend the enforcement of all Fundamental Rights during a National Emergency.
Which of the statements given above is/are correct?","1 only","2 only","Both 1 and 2","Neither 1 nor 2",2,"Both 1 and 2","Article 19 is automatically suspended, and the President can suspend the enforcement of other Fundamental Rights."
"2015","Polity","Prime Minister & Council of Ministers","Hard","Who among the following constitute the National Development Council?
1. The Prime Minister
2. The Chief Ministers of all States
3. Members of the Planning Commission
4. The Governors of all States
Select the correct answer using the code given below.","1, 2 and 3 only","1 and 2 only","1, 3 and 4 only","1, 2, 3 and 4",0,"1, 2 and 3 only","Governors are not members of the National Development Council."
"2015","Polity","Supreme Court: Jurisdiction, Judicial Review, judicial Activism","Hard","Consider the following statements regarding judicial activism:
1. It is a tool to enforce accountability of the executive and legislature.
2. It can lead to judicial overreach.
Which of the statements given above is/are correct?","1 only","2 only","Both 1 and 2","Neither 1 nor 2",2,"Both 1 and 2","Judicial activism enforces accountability but can also lead to overreach."
"2015","Polity","Governor: Powers, Discretionary Role, Center's Agent","Hard","The Governor of a State is empowered to promulgate ordinances under which Article of the Constitution of India?","Article 123","Article 213","Article 356","Article 360",1,"Article 213","Article 213 empowers the Governor to promulgate ordinances."
"2015","Polity","High Courts & Subordinate Courts","Hard","Which one of the following statements is correct?
(a) In India, the High Courts have the power to issue writs for the enforcement of Fundamental Rights only.
(b) In India, the High Courts have the power to issue writs for the enforcement of Fundamental Rights as well as for any other purpose.
(c) The Supreme Court has the power to issue writs for the enforcement of Fundamental Rights only.
(d) The Supreme Court has the power to issue writs for the enforcement of Fundamental Rights as well as for any other purpose.","In India, the High Courts have the power to issue writs for the enforcement of Fundamental Rights only.","In India, the High Courts have the power to issue writs for the enforcement of Fundamental Rights as well as for any other purpose.","The Supreme Court has the power to issue writs for the enforcement of Fundamental Rights only.","The Supreme Court has the power to issue writs for the enforcement of Fundamental Rights as well as for any other purpose.",1,"In India, the High Courts have the power to issue writs for the enforcement of Fundamental Rights as well as for any other purpose.","High Courts can issue writs for fundamental rights and other purposes; Supreme Court only for fundamental rights."
"2015","Polity","High Courts & Subordinate Courts","Hard","Which of the following statements is correct regarding the establishment of a common High Court for two or more states?","It can be established by an Act of Parliament.","It can be established by a resolution passed by the concerned State Legislatures.","It can be established by an order of the President of India.","It can be established by the Supreme Court.",0,"It can be established by an Act of Parliament.","A common High Court can be established by an Act of Parliament."
"2015","Polity","Panchayati Raj Institutions (73rd Amendment) & Municipalities (74th Amendment)","Hard","Which of the following are the functions of the Finance Commission constituted under the 73rd Amendment?
1. Review the financial position of the Panchayats.
2. Suggest the principles which should govern the distribution of the net proceeds of taxes to be divided between the State and the Panchayats.
3. Determine the taxes, duties, tolls and fees which may be assigned to the Panchayats.
Select the correct answer using the code given below.","1 and 2 only","2 and 3 only","1 and 3 only","1, 2 and 3",0,"1 and 2 only","The Finance Commission reviews Panchayat finances and suggests distribution principles."
"2015","Polity","Constitutional Bodies: ECI, UPSC, SPSC, Finance Commission, CAG, NCSC, NCST","Hard","Which of the following is/are the function/functions of the Election Commission of India? 1. Superintendance, direction and control of the preparation of electoral rolls for all elections to the Parliament and State Legislatures. 2. Conducting elections to the offices of the President and the Vice-President. 3. Deciding on all doubts and disputes arising out of elections. Select the correct answer using the code given below:","1 only","2 only","1 and 2 only","1, 2 and 3",2,"1 and 2 only","ECI's functions include 1 and 2; election disputes are handled by courts."
"2015","Polity","Constitutional Bodies: ECI, UPSC, SPSC, Finance Commission, CAG, NCSC, NCST","Hard","The National Commission for Scheduled Tribes was established under which Article of the Constitution?","Article 338","Article 338A","Article 330","Article 332",1,"Article 338A","NCST was established under Article 338A."
"2015","Polity","General","Hard","What will follow if a Money Bill is substantially amended by the Rajya Sabha?","The Lok Sabha may still proceed with the Bill, accepting or not accepting the recommendations of the Rajya Sabha.","The Lok Sabha cannot consider the Bill further.","The Lok Sabha may send the Bill to the Rajya Sabha for reconsideration.","The President may call a joint sitting for passing the Bill.",0,"The Lok Sabha may still proceed with the Bill, accepting or not accepting the recommendations of the Rajya Sabha.","The Lok Sabha has the final say on a Money Bill and can choose to accept or reject any or all of the recommendations made by the Rajya Sabha."
